8103599	Comparative linkage maps of the rice and maize genomes.	1993	Proc Natl Acad Sci U S A	Genetic linkage maps have been constructed for the rice and maize genomes on the basis of orthologous loci detected with a common set of cDNA clones. Conserved linkage groups could be identified, which together account for more than two-thirds of both genomes. In some instances, entire chromosomes or chromosome arms are nearly identical with respect to gene order and gene content. The results also reveal that most of the genes (> 72%) duplicated during ancient polyploidization are still present in the maize genome in duplicate copy. The comparative maps of rice and maize provide a basis for interpreting molecular, genetic, and breeding information between these two important species and establish a framework for ultimately connecting the genetics of all grass species.
7903411	Homoeologous relationships of rice, wheat and maize chromosomes.	1993	Mol Gen Genet	A set of cDNA clones, which had previously been mapped onto wheat chromosomes, was genetically mapped onto the chromosomes of rice. The resulting comparative maps make it possible to estimate the degree of linkage conservation between these two species. A number of chromosomal rearrangements, some of which must have involved interchromosomal translocations, differentiate the rice and wheat genomes. However, synteny of a large proportion of the loci appears to be conserved between the two species. The results of this study, combined with those from a recently published comparative map of the rice and maize genomes, suggest that rice, wheat and maize share extensive homoeologies in a number of regions in their genomes. Some chromosomes (e.g. chromosome 4 in rice, chromosomes 2 and 2S in wheat and maize, respectively) may have escaped major rearrangement since the divergence of these species from their last common ancestor. Comparative maps for rice, wheat and maize should make it possible to begin uniting the genetics of these species and allow for transfer of mapping information (including centromere positions) and molecular marker resources (e.g. RFLP probes) between species. In addition, such maps should shed light on the nature of chromosome evolution that accompanied the radiation of grasses in the early stages of plant diversification.
7247938	Developmental modification and hybridization of allelic acid phosphatase isozymes in homo- and heterozygotes for the Acp- 1 locus in rice.	1981	Biochem Genet	A number of alleles each specified a set of three major and three minor bands of acid phosphatase (E.C. 3.1.3.2) in wild and cultivated rice strains. Relative intensity of the major bands was found to differ significantly according to the developmental stages of the leaves, suggesting the presence of protein modification genes. In heterozygotes, six parental and three hybrid bands were clearly observed in most of the heterozygotes, but the intensities of the hybrid bands were found to be generally lower than those theoretically expected due to random association of enzyme subunits. The cause of this phenomenon is discussed.
17248812	Inheritance of Semidwarfism in Rice, ORYZA SATIVA L.	1978	Genetics	The inheritance of plant height was investigated in a ten-parent diallel cross of diverse rice cultivars. Parents included two tall japonica lines and eight semidwarf lines. Data from parent, F(1), F(2 ), and F(3) generations indicated that the majority of height variation among the ten parents could be accounted for by three major genes with additive loci effects. D51, 72/2234-11, and G33 (derived from the known major-gene indica semidwarf Dee-geo-woo-gen) all were found to possess an allelic, partially recessive semidwarfing gene (sd(1)). Additional semidwarfing genes were detected in D66 (sd(2), fully recessive) and in CI 9858 (sd(3), partially to fully recessive). Relative magnitudes of additive effects were sd(1) > sd(2) >/= sd(3). Hokuriki 76, Tedoriwase, and IV 29-4 were found to be dwarfed by a multiple-gene system. Hayman-Jinks diallel cross analysis on parent and F(1) information (1974 and 1975) and on parent and F(2) information demonstrated the presence of significant additive and dominance variation, but epistasis was not detected. A preponderance of dominant alleles with partial dominance for increased plant height was observed. Since diallel statistics reflect properties of genes with larger effects, the genetic model proposed from segregation analysis was in substantial agreement with predictions of the Hayman-Jinks analysis.
18470071	Molecular tagging of genes for brown planthopper resistance and earliness introgressed from Oryza australiensis into cultivated rice, O. sativa.	1994	Genome	Restriction fragment length polymorphism analysis was carried out to tag the alien genes for brown planthopper (BPH) resistance and earliness introgressed from wild species Oryza australiensis into cultivated rice, O. sativa L. One introgression line (IR65482-4-136-2-2), resistant to biotypes 1, 2, and 3 of BPH and early in flowering, was selected from BC2F4 of the cross between O. sativa (IR31917-45-3-2) and O. australiensis (accession 100882). Recurrent parent, O. australiensis, and introgression line were surveyed for RFLP using probes of chromosomes 10 and 12. Two probes, RG457 and CDO98, detected introgression from O. australiensis. Cosegregation between introgressed characters and molecular markers was studied in F2 derived from the cross between the introgression line and recurrent parent. The gene for BPH resistance is linked with RG457 of chromosome 12 at a distance of 3.68 +/- 1.29 cM, and the gene for earliness is linked with CDO98 of chromosome 10 at a distance of 9.96 +/- 3.28 cM. Such close linkage is useful in marker-based selection while transferring BPH resistance from introgression line into other elite breeding lines. Introgression at the molecular level indicates that the mechanism of alien gene transfer is probably genetic recombination through crossing over rather than substitution of whole or large segment of chromosomes of wild species.
7913453	Comparative RFLP mapping of a wild rice, Oryza officinalis, and cultivated rice, O. sativa.	1994	Genome	A comparative RFLP map was constructed in a wild rice, Oryza officinalis, by using 139 genomic and cDNA probes that had been used previously to map RFLPs in O. sativa. Nine of the 12 chromosomes of O. officinalis were highly homosequential to those of O. sativa. A major rearrangement of gene order was detected in chromosome 1 and small inversions were found in chromosomes 3 and 11. Fourteen translocated RFLP markers were found, and chromosome 11 contained a high frequency of such translocated segments. Results were consistent with meiotic and trisomic analysis, which suggested that the genomes of O. officinalis and O. sativa were similar. Applications of comparative maps in plant breeding and gene cloning are discussed.
17246212	Primary trisomics of rice: origin, morphology, cytology and use in linkage mapping.	1984	Genetics	Twelve primary trisomics of Oryza sativa L. were isolated from the progenies of spontaneous triploids and were transferred by backcrossing to the genetic background of IR36, a widely grown high yielding rice variety. Eleven trisomics can be identified morphologically from one another and from diploids. However, triplo 11 is difficult to distinguish from diploid sibs.-The extra chromosome of each trisomic was identified cytologically at pachytene stage of meiosis, and the chromosomes were numbered according to their length at this stage. The major distinguishing features of each pachytene chromosome were redescribed.-The female transmission rates varied from 15.5% for triplo 1, the longest chromosome, to 43.9% for triplo 12, the shortest chromosome. Seven of the 12 primary trisomics transmitted the extra chromosome through the male. The low level of chromosomal imbalance tolerated by rice and other evidence are interpreted to indicate that this species is a basic diploid.-Genetic segregation for 22 marker genes in the trisomic progenies was studied. Of a possible 264 combinations, involving 22 genes and 12 trisomics, 120 were examined. Marker genes for each of the 12 chromosomes were identified. The results helped establish associations between linkage groups and cytologically identifiable chromosomes of rice for the first time. Relationships between various systems of numbering chromosomes, trisomics, linkage groups and marker genes are described, and a revised linkage map of rice is presented.
14943677	Genic analysis and linkage relationship of characters in rice.	1951	Adv Genet	
17248657	Analysis of genes controlling f(1) sterility in rice by the use of isogenic lines.	1974	Genetics	In order to look into the genetic basis of intervarietal F(1) sterility in rice (Oryza sativa L.), a series of backcrosses (up to B(13)) was carried out using Taichung 65 (Japonica type) as the recurrent parent and several Indica varieties as donor parents. A number of "isogenic F(1)-sterile lines" were isolated by test-crossing fertile F(2) plants obtained from the selfing of partly pollensterile backcross segregants. Crossing experiments with the isogenic lines confirmed the author's previous hypothesis that there are sets of duplicate gametic lethals (s genes) and that gametes carrying a double recessive combination (s(1)s(2)) of these deteriorate during development, though in the present hypothesis the genes are considered to affect the development of microspores only. Assuming that Taichung 65 has the genotype s(1)/s(1) + (2)/+(2) and a donor parent (like an isogenic F(1)-sterile line derived from it) has +(1)/+(1)s(2)/s(2), pollen grains with +(1)s(2) have shown a higher fertilizing capacity in the genetic background of Taichung 65 than those with s(1) +(2), while those with +(1) +(2) have a lower fertilizing capacity. This certational advantage of alien genes was considered to be an internal mechanism that helped the development of F(1) sterility relationships among rice varieties. The isogenic F(1)-sterile lines derived from different donor parents each had a set of s genes at different loci. Linkage relations were detected between the s loci and three gene markers.
4781373	Genic analysis for peroxidase isozymes and their organ specificity in Oryza perennis and O. sativa.	1973	Can J Genet Cytol	
