12012245	Two uncoupling protein genes of rice (Oryza sativa L.): molecular study reveals the defects in the pre-mRNA processing for the heat-generating proteins of the subtropical cereal.	2002	Planta	The recent finding of uncoupling proteins (UCPs) in plants has demonstrated that plant mitochondria contain at least two distinct types of potential heat-generating protein, i.e. uncoupling proteins (UCPs) and alternative oxidases. In this study, we isolated and characterized two rice genes encoding UCPs with the aim of improving cold tolerance of rice through the modification of UCP expression. The two rice nuclear genes, OsUCP1 and OsUCP2, appeared to encode functional UCPs, as far as the amino acid sequences of the gene products showed. However, our study revealed that the processing of the pre-mRNAs of both genes was defective. The defects in the pre-mRNA processing resulted in multiple abnormal forms of the transcripts, whose translation products seemed not to retain normal UCP activities. No OsUCP cDNA clones corresponding to the normal transcripts were detected in our study. A northern analysis, on the other hand, revealed that neither of the OsUCP genes exhibited cold-enhanced expression, whereas the gene expression for an alternative oxidase was strikingly enhanced in cold-treated leaves of rice. Our present data thus indicate that rice leaves, placed in cold environments, do not express functional UCPs.
1885617	Molecular cloning and gibberellin-induced expression of multiple cysteine proteinases of rice seeds (oryzains).	1991	J Biol Chem	We screened a cDNA library of germinating rice seeds with a cDNA for aleurain (cysteine proteinase from barley) and obtained three distinct types of cDNA clones encoding three species of cysteine proteinases (oryzains alpha, beta, and gamma). The deduced amino acid sequences are distinct in part, but, on the whole, are similar to one another. The three sequences all contain the catalytic triad Cys25-His159-Asn175 (papain numbering). The three oryzains are similar to one another and also to other known cysteine proteinases such as papain and cathepsin H with respect to the sequences around the active site residues and the COOH-terminal Trp-rich region. Amino acid sequence comparison revealed that oryzains alpha and beta are similar not only to each other (70% similarity) but also to actinidin and papain (about 50%), whereas oryzain gamma was rather similar to aleurain (85%) and cathepsin H (60%). Northern blot analysis revealed that the mRNAs for the three oryzains are expressed only in seeds, not in shoots or roots, and show different expression profiles during germination and when the seeds are treated with gibberellic acid. Oryzains alpha and gamma are expressed continuously during germination with a maximum expression 5 days from the start of germination, but are present in neither ripening nor ripened seeds. On the other hand, oryzain beta is expressed not only during germination, but also in ripened seeds before germination. It was noted that the expression of the three oryzain mRNAs is enhanced in different manners by gibberellic acid but is not enhanced by other plant hormones such as auxin. The induction of oryzain beta mRNA is transient, reaching a maximum in 4 h from the addition of giberellic acid and diminishing rapidly thereafter, while the induction of oryzain alpha and gamma mRNAs continues over 5 days. Thus, multiple systems involving cysteine proteinases must be differentially involved in the germination process, probably under hormonal control.
16413588	Characterization of a GDP-D-mannose 3'',5''-epimerase from rice.	2006	Phytochemistry	The enzymatic characterization of GDP-d-mannose 3'',5''-epimerase (GME), a key enzyme in the biosynthesis of vitamin C in plants is described. The GME gene (Genbank Accession No. AB193582) in rice was cloned, and expressed as a fusion protein in Escherichia coli. Reaction products from GDP-d-mannose, as produced by GME catalysis, were separated by recycling HPLC on an ODS column, and were determined to be GDP-l-galactose and GDP-l-gulose, based on their NMR spectra and sugar analysis. The reaction catalyzed by GME was inhibited by GDP, and was strongly accelerated by NAD(+) in contrast to the case of GME from Arabidopsis thaliana. This difference in the effect of NAD(+) on GME activity can be attributed to the NAD binding domain which is conserved in the rice gene, but not in the Arabidopsis thaliana gene. The apparent K(m) and k(cat) were determined to be 1.20x10(-5)M and 0.127s(-1), respectively, in the presence of 20microM NAD(+). The fractions of GDP-d-mannose, GDP-l-galactose and GDP-l-gulose, at equilibrium, were approximately 0.75, 0.20 and 0.05, respectively.
9171081	Cloning and characterization of a cDNA encoding a bacteriophage-type RNA polymerase from the higher plant Chenopodium album.	1997	Nucleic Acids Res	We have cloned a full-length cDNA from the higher plant Chenopodium album coding for a single subunit bacteriophage-type RNA polymerase. The cDNA isolated from an actively growing cell suspension culture recognized a 3.8 kb transcript on Northern blots. The open reading frame comprises 987 amino acids with a predicted molecular mass of 112 kDa. A comparison of the protein sequence with those of the two known fungal mitochondrial RNA polymerases, from Saccharomyces cerevisiae and Neurospora crassa , reveals extensive homology between the three enzymes. with complete conservation of all catalytically essential amino acids. The putative mitochondrial RNA polymerase from C.album , as well as homologous sequences from rice and barley, which have been partially cloned, lack two catalytically non-essential regions of up to 176 amino acids near the C-terminus present in the two fungal mitochondrial RNA polymerases. The extreme N-terminus of the cloned C.album RNA polymerase displays features of a potential mitochondrial transit sequence. In phylogenetic trees constructed to compare the evolutionary relationships between the different single subunit RNA polymerases the C.album sequence forms a subgroup together with the S.cerevisiae and the N.crassa mitochondrial RNA polymerases, well separating from both bacteriophage enzymes and plasmid-encoded RNA polymerases found in mitochondria of many fungi and some higher plants.
12177502	Two novel mitogen-activated protein signaling components, OsMEK1 and OsMAP1, are involved in a moderate low-temperature signaling pathway in rice.	2002	Plant Physiol	Rice (Oryza sativa) anther development is easily damaged by moderately low temperatures above 12 degrees C. Subtractive screening of cDNA that accumulated in 12 degrees C-treated anthers identified a cDNA clone, OsMEK1, encoding a protein with features characteristic of a mitogen-activated protein (MAP) kinase kinase. The putative OsMEK1 protein shows 92% identity to the maize (Zea mays) MEK homolog, ZmMEK1. OsMEK1 transcript levels were induced in rice anthers by 12 degrees C treatment for 48 h. Similar OsMEK1 induction was observed in shoots and roots of seedlings that were treated at 12 degrees C for up to 24 h. It is interesting that no induction of OsMEK1 transcripts was observed in 4 degrees C-treated seedlings. In contrast, rice lip19, encoding a bZIP protein possibly involved in low temperature signal transduction, was not induced by 12 degrees C treatment but was induced by 4 degrees C treatment. Among the three MAP kinase homologs cloned, only OsMAP1 displayed similar 12 degrees C-specific induction pattern as OsMEK1. A yeast two-hybrid system revealed that OsMEK1 interacts with OsMAP1, but not with OsMAP2 and OsMAP3, suggesting that OsMEK1 and OsMAP1 probably function in the same signaling pathway. An in-gel assay of protein kinase activity revealed that a protein kinase (approximately 43 kD), which preferentially uses myelin basic protein as a substrate, was activated by 12 degrees C treatment but not by 4 degrees C treatment. Taken together, these results lead us to conclude that at least two signaling pathways for low temperature stress exist in rice, and that a MAP kinase pathway with OsMEK1 and OsMAP1 components is possibly involved in the signaling for the higher range low-temperature stress.
2587279	Nucleotide sequence of a cDNA that encodes a rice glutelin.	1989	Nucleic Acids Res	
8310050	Nucleotide sequence of a rice (Oryza sativa) prolamin storage protein gene, RP6.	1993	Plant Physiol	
15299118	Identification of syn-pimara-7,15-diene synthase reveals functional clustering of terpene synthases involved in rice phytoalexin/allelochemical biosynthesis.	2004	Plant Physiol	Rice (Oryza sativa) produces momilactone diterpenoids as both phytoalexins and allelochemicals. Accordingly, the committed step in biosynthesis of these natural products is catalyzed by the class I terpene synthase that converts syn-copalyl diphosphate to the corresponding polycyclic hydrocarbon intermediate syn-pimara-7,15-diene. Here, a functional genomics approach was utilized to identify a syn-copalyl diphosphate specific 9beta-pimara-7,15-diene synthase (OsDTS2). To our knowledge, this is the first identified terpene synthase with this particular substrate stereoselectivity and, by comparison with the previously described and closely related ent-copalyl diphosphate specific cassa-12,15-diene synthase (OsDTC1), provides a model system for investigating the enzymatic determinants underlying the observed difference in substrate specificity. Further, OsDTS2 mRNA in leaves is up-regulated by conditions that stimulate phytoalexin biosynthesis but is constitutively expressed in roots, where momilactones are constantly synthesized as allelochemicals. Therefore, transcription of OsDTS2 seems to be an important regulatory point for controlling production of these defensive compounds. Finally, the gene identified here as OsDTS2 has previously been mapped at 14.3 cM on chromosome 4. The class II terpene synthase producing syn-copalyl diphosphate from the universal diterpenoid precursor geranylgeranyl diphosphate was also mapped to this same region. These genes catalyze sequential cyclization steps in momilactone biosynthesis and seem to have been evolutionarily coupled by physical linkage and resulting cosegregation. Further, the observed correlation between physical proximity and common metabolic function indicates that other such class I and class II terpene synthase gene clusters may similarly catalyze consecutive reactions in shared biosynthetic pathways.
2535550	Expression of rice lectin is governed by two temporally and spatially regulated mRNAs in developing embryos.	1989	Plant Cell	Two cDNA clones encoding rice lectin have been isolated and characterized to investigate the expression of rice lectin at the molecular and cellular levels. The two cDNA clones code for an identical 23-kilodalton protein which is processed to the mature polypeptide of 18 kilodaltons by co-translational cleavage of a 2.6-kilodalton signal sequence and selective removal of a 2.7-kilodalton COOH-terminal peptide which contains a potential N-linked glycosylation site. In addition, the mature 18-kilodalton lectin is post-translationally cleaved between residues 94 and 95 to yield polypeptides of 10 kilodaltons and 8 kilodaltons, corresponding to the NH2- and COOH-terminal portions of the mature subunit, respectively. RNA gel blot analysis established that rice lectin is encoded by two mRNA transcripts (0.9 kilobase and 1.1 kilobase). On DNA gel blots, the rice lectin cDNAs hybridize specifically to a single restriction fragment. In situ hybridization showed localization of the 1.1-kilobase rice lectin mRNA in root caps and specific cell layers of the radicle, coleorhiza, scutellum, and coleoptile. RNA gel blot analysis demonstrated that both the 0.9-kilobase and 1.1-kilobase mRNAs are present in developing rice embryos. The two lectin mRNAs are differentially expressed temporally such that the 1.1-kilobase lectin mRNA accumulates to levels twofold higher than the 0.9-kilobase mRNA.
11779837	Athila4 of Arabidopsis and Calypso of soybean define a lineage of endogenous plant retroviruses.	2002	Genome Res	The Athila retroelements of Arabidopsis thaliana encode a putative envelope gene, suggesting that they are infectious retroviruses. Because most insertions are highly degenerate, we undertook a comprehensive analysis of the A. thaliana genome sequence to discern their conserved features. One family (Athila4) was identified whose members are largely intact and share >94% nucleotide identity. As a basis for comparison, related elements (the Calypso elements) were characterized from soybean. Consensus Calypso and Athila4 elements are 12-14 kb in length and have long terminal repeats of 1.3-1.8 kb. Gag and Pol are encoded on a single open reading frame (ORF) of 1801 (Calypso) and 1911 (Athila4) amino acids. Following the Gag-Pol ORF are noncoding regions of ~0.7 and 2 kb, which, respectively, flank the env-like gene. The env-like ORF begins with a putative splice acceptor site and encodes a protein with a predicted central transmembrane domain, similar to retroviral env genes. RNA of Athila elements was detected in an A. thaliana strain with decreased DNA methylation (ddm1). Additionally, a PCR survey identified related reverse transcriptases in diverse angiosperm genomes. Their ubiquitous nature and the potential for horizontal transfer by infection implicates these endogenous retroviruses as important vehicles for plant genome evolution.
15037733	Composition and structure of the centromeric region of rice chromosome 8.	2004	Plant Cell	Understanding the organization of eukaryotic centromeres has both fundamental and applied importance because of their roles in chromosome segregation, karyotypic stability, and artificial chromosome-based cloning and expression vectors. Using clone-by-clone sequencing methodology, we obtained the complete genomic sequence of the centromeric region of rice (Oryza sativa) chromosome 8. Analysis of 1.97 Mb of contiguous nucleotide sequence revealed three large clusters of CentO satellite repeats (68.5 kb of 155-bp repeats) and >220 transposable element (TE)-related sequences; together, these account for approximately 60% of this centromeric region. The 155-bp repeats were tandemly arrayed head to tail within the clusters, which had different orientations and were interrupted by TE-related sequences. The individual 155-bp CentO satellite repeats showed frequent transitions and transversions at eight nucleotide positions. The 40 TE elements with highly conserved sequences were mostly gypsy-type retrotransposons. Furthermore, 48 genes, showing high BLAST homology to known proteins or to rice full-length cDNAs, were predicted within the region; some were close to the CentO clusters. We then performed a genome-wide survey of the sequences and organization of CentO and RIRE7 families. Our study provides the complete sequence of a centromeric region from either plants or animals and likely will provide insight into the evolutionary and functional analysis of plant centromeres.
12909345	Cloning and characterization of rice HMGB1 gene.	2003	Gene	We isolated a 918 bp long full-length rice HMGB1 cDNA, which has an open reading frame of 471 bp encoding 157 amino acids, with a central domain of high sequence similarity to the HMG-box domain of other plant HMGB1 proteins. RNA gel blot analysis indicated that rice HMGB1 gene is constitutively expressed in various tissues and organs. Southern hybridization and sequence analyses suggested that a single copy of the HMGB1 gene composed of seven exons and six introns exists in rice. We have also cloned a 1755 bp long 5' flanking region of the rice HMGB1 gene, which can be regarded as its promoter. 5' deletion analysis of this promoter indicated that positive cis-elements residing between -1400 and -1115 are important to enhance quantitative expression, whereas negative cis-elements between -1755 and -1400 and between -1115 and -351 inhibit expression.
12590928	Rice HMGB1 protein recognizes DNA structures and bends DNA efficiently.	2003	Arch Biochem Biophys	We analyzed the DNA-binding and DNA-bending properties of recombinant HMGB1 proteins based on a rice HMGB1 cDNA. Electrophoretic mobility shift assay demonstrated that rice HMGB1 can bind synthetic four-way junction (4H) DNA and DNA minicircles efficiently but the binding to 4H can be completed out by HMGA and histone H1. Conformational changes were detected by circular dichroism analysis with 4H DNA bound to various concentrations of HMGB1 or its truncated forms. T4 ligase-mediated circularization assays with short DNA fragments of 123 bp showed that the protein is capable of increasing DNA flexibility. The 123-bp DNA formed closed circular monomers efficiently in its presence, similar to that in an earlier study on maize HMG. Additionally, our results show for the first time that the basic N-terminal domain enhances the affinity of the plant HMGB1 protein for 4H DNA, while the acidic C-terminal domain has the converse effects.
2726464	The nucleotide sequences of two rice histone H3 genes.	1989	Nucleic Acids Res	
10470849	A novel calmodulin-like protein gene in rice which has an unusual prolonged C-terminal sequence carrying a putative prenylation site.	1999	DNA Res	A rice cDNA encoding a novel calmodulin-like protein was identified. It has 38 additional amino acids at the C-terminus of a complete, typical calmodulin (CaM) sequence of 149 amino acids. The four C-terminal amino acid residues form a CAAL motif which could be a site for protein prenylation and may subsequently cause the protein to become membrane associated. RT-PCR analysis confirmed that such a combined protein gene truly exists in rice. Sequence analysis of its genomic counterpart showed that there is an intron located at junction of the normal CaM sequence and the 38 C-terminal amino acids. This introduces a potential stop codon for normal CaM if an alternative splicing mechanism is involved. Southern blot analysis of rice genomic DNA revealed that there is only one locus for this gene. The northern blot analysis showed that this gene is highly expressed in rice roots, shoots and flowers. The distribution of this protein demonstrates the functional importance of this novel CaM-like protein in rice.
3412915	Nucleotide sequence of a ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit gene (rbcS) in rice.	1988	Nucleic Acids Res	
2562760	Rice alcohol dehydrogenase genes: anaerobic induction, organ specific expression and characterization of cDNA clones.	1989	Plant Mol Biol	Anaerobiosis rapidly induces alcohol dehydrogenase (ADH), an enzyme of the fermentation pathway, in different parts of rice seedlings. After initiation of anaerobiosis, the activity of the enzyme increases linearly for 3 days or more. The ADH activity is anaerobically inducible even in mature rice leaves in contrast to maize which shows no induction in mature leaves. Rice ADH activity can also be induced by an auxin analog, 2,4-dichlorophenoxyacetic acid, under aerobic conditions. The experimental results show that anaerobiosis increases the ADH mRNA level, indicating that the ADH enzyme is regulated at the transcriptional level. Starch gel electrophoresis of a protein extract from rice shows 3 distinct forms of ADH. The amounts of the 3 forms vary with the organ, suggesting that the expression of ADH genes is organ-specific. Sequencing data show that the two different cloned cDNA copies of ADH mRNAs are derived from two different genes.
2332167	Molecular analysis of an alcohol dehydrogenase-encoding genomic clone (adh2) from rice.	1990	Gene	An alcohol dehydrogenase-encoding gene was isolated from a rice genomic library. The coding region was sequenced, and the gene was identified as adh2. The nucleotide sequence of this gene contains an open reading frame which is interrupted by nine introns. Sequences that are important for eukaryotic gene expression, e.g. the TATA box, polyadenylation signal, intron/exon junction and putative splicing branch sites, are found in the expected locations in the rice adh2. A sequence related to the hexanucleotide core of regulatory elements identified in anaerobically induced plant genes is also present in the 5' region of the rice adh2.
