22984180	Rice phytochrome-interacting factor-like protein OsPIL1 functions as a key regulator of internode elongation and induces a morphological response to drought stress.	2012	Proc Natl Acad Sci U S A	The mechanisms for plant growth restriction during stress conditions remains unclear. Here, we demonstrate that a phytochrome-interacting factor-like protein, OsPIL1/OsPIL13, acts as a key regulator of reduced internode elongation in rice under drought conditions. The level of OsPIL1 mRNA in rice seedlings grown under nonstressed conditions with light/dark cycles oscillated in a circadian manner with peaks in the middle of the light period. Under drought stress conditions, OsPIL1 expression was inhibited during the light period. We found that OsPIL1 was highly expressed in the node portions of the stem using promoter-glucuronidase analysis. Overexpression of OsPIL1 in transgenic rice plants promoted internode elongation. In contrast, transgenic rice plants with a chimeric repressor resulted in short internode sections. Alteration of internode cell size was observed in OsPIL1 transgenic plants, indicating that differences in cell size cause the change in internode length. Oligoarray analysis revealed OsPIL1 downstream genes, which were enriched for cell wall-related genes responsible for cell elongation. These data suggest that OsPIL1 functions as a key regulatory factor of reduced plant height via cell wall-related genes in response to drought stress. This regulatory system may be important for morphological stress adaptation in rice under drought conditions.
22993695	Functional integration between defence and IRE1-mediated ER stress response in rice.	2012	Sci Rep	Conditions within the endoplasmic reticulum (ER) influence most secretory proteins that pass through the ER. Therefore, eukaryotic cells must strike a balance between the ER stress response, which changes the conditions in the ER, and other considerations associated with protein secretion. Here, an interaction between the ER stress and defence responses in rice is described. Expression of OsWRKY45, which encodes a transcription factor that plays a central role in defence mediated by salicylic acid (SA), is induced by ER stress. Additionally, expression of some genes encoding pathogenesis-related (PR) secretory proteins is reduced by the ER stress response mediated by the stress sensor IRE1. Concomitant activation of the SA and ER stress responses suppresses the induction of ER stress-responsive genes, with the exception of OsWRKY45, and the reduction of PR gene expression. These findings demonstrate a functional integration between the defence and ER stress responses in plants.
22960246	Control of tiller growth of rice by OsSPL14 and Strigolactones, which work in two independent pathways.	2012	Plant Cell Physiol	The architecture of rice is greatly influenced by the growth of tillers, i.e. vegetative shoot branches. OsSPL14, a member of the SQUAMOSA PROMOTER BINDING PROTEIN-LIKE (SPL) genes, and strigolactones (SLs) are known to suppress outgrowth of tiller buds. OsSPL14 also regulates panicle development. We show that OsSPL14 mRNA accumulates in leaf primordia during the vegetative phase and in the primordia of bracts, or modified leaves, in the panicles, but not in the meristems. OsSPL14 is a target of miR156, and accumulation of OsSPL14 transcripts is negatively regulated by miR156. The enhancement of the expression level of OsSPL14 by the introduction of the mOsSPL14 gene, in which the miR156 cleavage site is mutated, resulted in an increase in the plastochron, an acceleration of flowering and a decrease in tiller number in the wild type and in dwarf10-2, an SL-deficient mutant. Our analysis suggests that OsSPL14 and SLs function in parallel pathways to suppress tiller growth. SLs exuded from roots trigger germination of root parasitic plants that can cause severe damage to crop productivity. SL-deficient mutants, however, exhibit an excess branching phenotype which is usually undesirable for productivity. Our results indicate that OsSPL14 can be used to manipulate the branching patterns of SL-deficient mutants. We also confirmed that this strategy is applicable to Arabidopsis. A greater understanding of the OsSPL14 and SL pathways and their interactions may help in the production of root parasite-resistant crops.
22973062	LC2 and OsVIL2 promote rice flowering by photoperoid-induced epigenetic silencing of OsLF.	2013	Mol Plant	Proper flowering time is essential for plant reproduction. Winter annual Arabidopsis thaliana needs vernalization before flowering, during which AtVILs (VIN3 and VRN5, components of PRC2 complex) mediate the H3K27 tri-methylation at the FLC locus (a floral repressor) to repress the FLC expression and hence to induce flowering. However, how VILs (VIL, VERNALIZATION INSENSITIVE 3-LIKE) function in rice is unknown. Here we demonstrated that rice LC2 (OsVIL3) and OsVIL2 (two OsVILs, possible components of PRC2 complex) promote rice flowering. Our results showed that expressions of LC2 and OsVIL2 are induced by SD (short-day) conditions and both lc2 mutant and OsVIL2-RNAi lines display delayed heading date, consistent with the reduced expression levels of Hd1 and Hd3a. Interestingly, LC2 binds to the promoter region of a floral repressor OsLF and represses the OsLF expression via H3K27 tri-methylation modification. In addition, OsLF directly regulates the Hd1 expression through binding to Hd1 promoter. These results first demonstrated that the putative PRC2 in rice is involved in photoperiod flowering regulation, which is different from that of Arabidopsis, and revealed that LC2 binds the promoter region of target gene, presenting a possible mechanism of the recruitment process of PRC2 complex to its target genes. The studies provide informative clues on the epigenetic control of rice flowering.
23013464	Nuclear ubiquitin proteasome degradation affects WRKY45 function in the rice defense program.	2013	Plant J	The transcriptional activator WRKY45 plays a major role in the salicylic acid/benzothiadiazole-induced defense program in rice. Here, we show that the nuclear ubiquitin-proteasome system (UPS) plays a role in regulating the function of WRKY45. Proteasome inhibitors induced accumulation of polyubiquitinated WRKY45 and transient up-regulation of WRKY45 target genes in rice cells, suggesting that WRKY45 is constantly degraded by the UPS to suppress defense responses in the absence of defense signals. Mutational analysis of the nuclear localization signal indicated that UPS-dependent WRKY45 degradation occurs in the nuclei. Interestingly, the transcriptional activity of WRKY45 after salicylic acid treatment was impaired by proteasome inhibition. The same C-terminal region in WRKY45 was essential for both transcriptional activity and UPS-dependent degradation. These results suggest that UPS regulation also plays a role in the transcriptional activity of WRKY45. It has been reported that AtNPR1, the central regulator of the salicylic acid pathway in Arabidopsis, is regulated by the UPS. We found that OsNPR1/NH1, the rice counterpart of NPR1, was not stabilized by proteasome inhibition under uninfected conditions. We discuss the differences in post-translational regulation of salicylic acid pathway components between rice and Arabidopsis.
22899052	A new DEAD-box helicase ATP-binding protein (OsABP) from rice is responsive to abiotic stress.	2012	Plant Signal Behav	The DEAD-box RNA helicase family comprise enzymes that participate in every aspect of RNA metabolism, associated with a diverse range of cellular functions including response to abiotic stress. In the present study, we report on the identification of a new DEAD-box helicase ATP-binding protein (OsABP) from rice which is upregulated in response e to multiple abiotic stress treatments  including NaCl, dehydration, ABA, blue and red light. It possesses an ORF of 2772 nt, encoding a protein of 923 aa, which contains the DEAD and helicase C-terminal domains, along with the nine conserved motifs specific to DEAD-box helicases. The in silico putative interaction with other proteins showed that OsABP interacts with proteins involved in RNA metabolism, signal transduction or stress response. These results imply that OsABP might perform important functions in the cellular response to specific abiotic stress.
22922198	Transcriptome response to nitrogen starvation in rice.	2012	J Biosci	Nitrogen is an essential mineral nutrient required for plant growth and development. Insufficient nitrogen (N) supply triggers extensive physiological and biochemical changes in plants. In this study, we used Affymetrix GeneChip rice genome arrays to analyse the dynamics of rice transcriptome under N starvation. N starvation induced or suppressed transcription of 3518 genes, representing 10.88 percent of the genome. These changes, mostly transient, affected various cellular metabolic pathways, including stress response, primary and secondary metabolism, molecular transport, regulatory process and organismal development. 462 or 13.1 percent transcripts for N starvation expressed similarly in root and shoot. Comparative analysis between rice and Arabidopsis identified 73 orthologous groups that responded to N starvation, demonstrated the existence of conserved N stress coupling mechanism among plants. Additional analysis of transcription profiles of microRNAs revealed differential expression of miR399 and miR530 under N starvation, suggesting their potential roles in plant nutrient homeostasis.
23028360	Role of transposon-derived small RNAs in the interplay between genomes and parasitic DNA in rice.	2012	PLoS Genet	RNA silencing is a defense system against "genomic parasites" such as transposable elements (TE), which are potentially harmful to host genomes. In plants, transcripts from TEs induce production of double-stranded RNAs (dsRNAs) and are processed into small RNAs (small interfering RNAs, siRNAs) that suppress TEs by RNA-directed DNA methylation. Thus, the majority of TEs are epigenetically silenced. On the other hand, most of the eukaryotic genome is composed of TEs and their remnants, suggesting that TEs have evolved countermeasures against host-mediated silencing. Under some circumstances, TEs can become active and increase in copy number. Knowledge is accumulating on the mechanisms of TE silencing by the host; however, the mechanisms by which TEs counteract silencing are poorly understood. Here, we show that a class of TEs in rice produces a microRNA (miRNA) to suppress host silencing. Members of the microRNA820 (miR820) gene family are located within CACTA DNA transposons in rice and target a de novo DNA methyltransferase gene, OsDRM2, one of the components of epigenetic silencing. We confirmed that miR820 negatively regulates the expression of OsDRM2. In addition, we found that expression levels of various TEs are increased quite sensitively in response to decreased OsDRM2 expression and DNA methylation at TE loci. Furthermore, we found that the nucleotide sequence of miR820 and its recognition site within the target gene in some Oryza species have co-evolved to maintain their base-pairing ability. The co-evolution of these sequences provides evidence for the functionality of this regulation. Our results demonstrate how parasitic elements in the genome escape the host's defense machinery. Furthermore, our analysis of the regulation of OsDRM2 by miR820 sheds light on the action of transposon-derived small RNAs, not only as a defense mechanism for host genomes but also as a regulator of interactions between hosts and their parasitic elements.
23226086	Estimation of the outcrossing rate for annual Asian wild rice under field conditions.	2012	Breed Sci	The Asian wild rice, Oryza rufipogon, has partial outcrossing behavior and shows high levels of genetic variation. To estimate an accurate outcrossing rate of annual form of O. rufipogon, two backcross lines (Lines R1 and R2) between Oryza sativa Nipponbare and O. rufipogon W630 were examined under field conditions. A chromosome survey confirmed that these lines had wild chromosomal segments at more than 92% of marker loci. As for the traits of glume, stamen and pistil, Line R1 showed similar floral morphology as that of O. rufipogon W630, whereas Line R2 had larger glumes. In 2005, 2006 and 2008, a total of 22 backcross plants were planted in the middle of wild rice plots. The successive progenies of each plant were examined using microsatellite markers that could clearly detect self-pollination and outcrossing. The outcrossing rates of Line R1 plants ranged from 4.04% to 25.50% with an average of 10.20%. This indicates that cross-pollination of wild rice is a chance event affected by many environmental factors. The outcrossing rates of Line R2 plants also varied, however, no significant difference was observed between the averages of Lines R1 and R2, suggesting that the glume sizes are not critical for outcrossing ability.
23010196	Patterns of cis-element enrichment reveal potential regulatory modules involved in the transcriptional regulation of anoxia response of japonica rice.	2012	Gene	Unlike other cereal species, rice is able to germinate and elongate under anoxia. The regulatory mechanism that configures the transcriptome of rice during anaerobic germination is yet to be established. In this study, the major regulatory modules among anoxia-responsive genes in rice identified from published microarray data were predicted by ab initio analysis of cis-regulatory information content. Statistically overrepresented sequence motifs were detected from bona fide promoter sequences [-1000 to +200], revealing various patterns of cis-element enrichment that are highly correlated with bZIP, ERF and MYB types of transcription factors. As implied by the cis-element enrichment patterns, combinatorial mechanisms configure the overall changes in gene expression during anoxic germination and coleoptile elongation. High enrichment of cis-elements associated with ARF, bZIP, ERF, MYB and WRKY (SUSIBA2) transcription factors was also detected among the glycolytic and fermentative associated genes that were upregulated during anoxia. The patterns established from the global analysis of cis-element distribution for upregulated and downregulated genes and their associations with potential cognate regulatory transcription factors indicate the significant roles of ethylene and abscisic acid mediated signaling during coleoptile elongation under anoxia. In addition, the regulation of genes encoding enzymes in the glycolytic and fermentative metabolism could be associated with abscisic acid and auxin in rice coleoptiles to maintain sugar and ATP levels for longer survival.
