27527801	Two novel antimicrobial defensins from rice identified by gene coexpression network analyses.	2016	Peptides	Defensins form an antimicrobial peptides (AMP) family, and have been widely studied in various plants because of their considerable inhibitory functions. However, their roles in rice (Oryza sativa L.) have not been characterized, even though rice is one of the most important staple crops that is susceptible to damaging infections. Additionally, a previous study identified 598 rice genes encoding cysteine-rich peptides, suggesting there are several uncharacterized AMPs in rice. We performed in silico gene expression and coexpression network analyses of all genes encoding defensin and defensin-like peptides, and determined that OsDEF7 and OsDEF8 are coexpressed with pathogen-responsive genes. Recombinant OsDEF7 and OsDEF8 could form homodimers. They inhibited the growth of the bacteria Xanthomonas oryzae pv. oryzae, X. oryzae pv. oryzicola, and Erwinia carotovora subsp. atroseptica with minimum inhibitory concentration (MIC) ranging from 0.6 to 63μg/mL. However, these OsDEFs are weakly active against the phytopathogenic fungi Helminthosporium oryzae and Fusarium oxysporum f.sp. cubense. This study describes a useful method for identifying potential plant AMPs with biological activities.
27176759	Mercury methylation in rice paddies and its possible controlling factors in the Hg mining area, Guizhou province, Southwest China.	2016	Environ Pollut	Understanding mercury (Hg) methylation/demethylation processes and the factors controlling methylmercury (MeHg) production within the rice paddy ecosystem of Hg mining areas is critical to assess the risk of MeHg contamination in rice grain. Two typical Hg-contaminated mining sites, a current-day artisanal site (Gouxi) and an abandoned site (Wukeng), were chosen in this study. We qualified the in situ specific methylation/demethylation rate constants in rice paddy soil during a complete rice-growing season. Our results demonstrate that MeHg levels in rice paddy soil were a function of both methylation and demethylation processes and the net methylation potential in the rice paddy soil reflected the measured MeHg production at any time point. Sulfate stimulating the activity of sulfate-reducing bacteria was a potentially important metabolic pathway for Hg methylation in rice paddies. We suggest that bioavailable Hg derived from new atmospheric deposition appears to be the primary factor regulating net MeHg production in rice paddies.
27242875	Comparative Transcriptional Profiling of Melatonin Synthesis and Catabolic Genes Indicates the Possible Role of Melatonin in Developmental and Stress Responses in Rice.	2016	Front Plant Sci	As a well-known animal hormone, melatonin (N-acetyl-5-methoxytryptamine) is also involved in multiple plant biological processes, especially in various stress responses. Rice is one of the most important crops, and melatonin is taken in by many people everyday from rice. However, the transcriptional profiling of melatonin-related genes in rice is largely unknown. In this study, the expression patterns of 11 melatonin related genes in rice in different periods, tissues, in response to different treatments were synthetically analyzed using published microarray data. These results suggest that the melatonin-related genes may play important and dual roles in rice developmental stages. We highlight the commonly regulation of rice melatonin-related genes by abscisic acid (ABA), jasmonic acid (JA), various abiotic stresses and pathogen infection, indicating the possible role of these genes in multiple stress responses and underlying crosstalks of plant hormones, especially ABA and JA. Taken together, this study may provide insight into the association among melatonin biosynthesis and catabolic pathway, plant development and stress responses in rice. The profile analysis identified candidate genes for further functional characterization in circadian rhythm and specific stress responses.
27229732	Overexpression of wheat gene TaMOR improves root system architecture and grain yield in Oryza sativa.	2016	J Exp Bot	Improved root architecture is an effective strategy to increase crop yield. We demonstrate that overexpression of transcription factor gene MORE ROOT (TaMOR) from wheat (Triticum aestivum L.) results in more roots and higher grain yield in rice (Oryza sativa). TaMOR, encoding a plant-specific transcription factor belonging to the ASYMMETRIC LEAVES2/LATERAL ORGAN BOUNDARIES (AS2/LOB) protein family, is highly conserved in wheat and its wild relatives. In this study, tissue expression patterns indicated that TaMOR mainly localizes to root initiation sites. The consistent gene expression pattern suggests that TaMOR is involved in root initiation. Exogenous auxin treatment induced TaMOR expression without de novo protein biosynthesis. Both in vivo and in vitro experiments demonstrated that TaMOR interacts with TaMOR-related protein TaMRRP, which contains a four-tandem-pentatricopeptide repeat motif. Overexpression of TaMOR led to more lateral roots in Arabidopsis thaliana, and TaMOR-overexpressing rice plants had more crown roots, a longer main panicle, a higher number of primary branches on the main panicle, a higher grain number per plant, and higher yield per plant than the plants of wild type. In general, TaMOR-D-overexpressing lines had larger root systems in Arabidopsis and rice, and produce a higher grain yield per plant. TaMOR therefore offers an opportunity to improve root architecture and increase yield in crop plants.
27197779	A resistance locus in the American heirloom rice variety Carolina Gold Select is triggered by TAL effectors with diverse predicted targets and is effective against African strains of Xanthomonas oryzae pv. oryzicola.	2016	Plant J	The rice pathogens Xanthomonas oryzae pathovar (pv.) oryzae and pv. oryzicola produce numerous transcription activator-like (TAL) effectors that increase bacterial virulence by activating expression of host susceptibility genes. Rice resistance mechanisms against TAL effectors include polymorphisms that prevent effector binding to susceptibility gene promoters, or that allow effector activation of resistance genes. This study identifies, in the heirloom variety Carolina Gold Select, a third mechanism of rice resistance involving TAL effectors. This resistance manifests through strong suppression of disease development in response to diverse TAL effectors from both X. oryzae pathovars. The resistance can be triggered by an effector with only 3.5 central repeats, is independent of the composition of the repeat variable di-residues that determine TAL effector binding specificity, and is independent of the transcriptional activation domain. We determined that the resistance is conferred by a single dominant locus, designated Xo1, that maps to a 1.09 Mbp fragment on chromosome 4. The Xo1 interval also confers complete resistance to the strains in the African clade of X. oryzae pv. oryzicola, representing the first dominant resistance locus against bacterial leaf streak in rice. The strong phenotypic similarity between the TAL effector-triggered resistance conferred by Xo1 and that conferred by the tomato resistance gene Bs4 suggests that monocots and dicots share an ancient or convergently evolved mechanism to recognize analogous TAL effector epitopes.
27436946	Mapping QTLs for hybrid sterility in three AA genome wild species of Oryza.	2016	Breed Sci	In order to know the genetic nature of hybrid sterility further, three populations, a BC4F2 population derived from Oryza nivara crossed with Yundao 1, a BC4F2 population derived from O. rufipogon crossed with Yundao 1, and a BC10F1 population derived from a cross between O. barthii and Dianjingyou 1 were developed, respectively. Three hybrid sterility QTLs, qHS-6a, qHS-6b, and qHS-6c, detected from those three populations, were mapped into the region between RM190 and RM510, RM190 and RM3414, RM190 and RM587 on chromosome 6, respectively. These QTLs showed collinearity, and explained 88.24%, 61.52%, 44.46% of the phenotypic variance in pollen fertility and 80.60%, 35.20%, 29.01% of the phenotypic variance in spikelet fertility, respectively. In all three crosses, the gametes carrying Yundao 1 or Dianjingyou 1 alleles were eliminated by gametes carrying the wild species alleles. Comparison of the location and the mode of gene action of three QTLs correspond to the S1 locus indicates a common and conserved hybrid sterility locus in AA genome specie playing an important role in reproductive barriers in Oryza. Fine mapping of these QTLs would lead to understand the micro-collinearity and evolutionary relationship among Oryza species.
27178300	QTLs for Resistance to Major Rice Diseases Exacerbated by Global Warming: Brown Spot, Bacterial Seedling Rot, and Bacterial Grain Rot.	2016	Rice (N Y)	In rice (Oryza sativa L.), damage from diseases such as brown spot, caused by Bipolaris oryzae, and bacterial seedling rot and bacterial grain rot, caused by Burkholderia glumae, has increased under global warming because the optimal temperature ranges for growth of these pathogens are relatively high (around 30 °C). Therefore, the need for cultivars carrying genes for resistance to these diseases is increasing to ensure sustainable rice production. In contrast to the situation for other important rice diseases such as blast and bacterial blight, no genes for complete resistance to brown spot, bacterial seedling rot or bacterial grain rot have yet been discovered. Thus, rice breeders have to use partial resistance, which is largely influenced by environmental conditions. Recent progress in molecular genetics and improvement of evaluation methods for disease resistance have facilitated detection of quantitative trait loci (QTLs) associated with resistance. In this review, we summarize the results of worldwide screening for cultivars with resistance to brown spot, bacterial seedling rot and bacterial grain rot and we discuss the identification of QTLs conferring resistance to these diseases in order to provide useful information for rice breeding programs.
27187354	Hairpin RNA Targeting Multiple Viral Genes Confers Strong Resistance to Rice Black-Streaked Dwarf Virus.	2016	Int J Mol Sci	Rice black-streaked dwarf virus (RBSDV) belongs to the genus Fijivirus in the family of Reoviridae and causes severe yield loss in rice-producing areas in Asia. RNA silencing, as a natural defence mechanism against plant viruses, has been successfully exploited for engineering virus resistance in plants, including rice. In this study, we generated transgenic rice lines harbouring a hairpin RNA (hpRNA) construct targeting four RBSDV genes, S1, S2, S6 and S10, encoding the RNA-dependent RNA polymerase, the putative core protein, the RNA silencing suppressor and the outer capsid protein, respectively. Both field nursery and artificial inoculation assays of three generations of the transgenic lines showed that they had strong resistance to RBSDV infection. The RBSDV resistance in the segregating transgenic populations correlated perfectly with the presence of the hpRNA transgene. Furthermore, the hpRNA transgene was expressed in the highly resistant transgenic lines, giving rise to abundant levels of 21-24 nt small interfering RNA (siRNA). By small RNA deep sequencing, the RBSDV-resistant transgenic lines detected siRNAs from all four viral gene sequences in the hpRNA transgene, indicating that the whole chimeric fusion sequence can be efficiently processed by Dicer into siRNAs. Taken together, our results suggest that long hpRNA targeting multiple viral genes can be used to generate stable and durable virus resistance in rice, as well as other plant species.
27194741	The α-subunit of the rice heterotrimeric G protein, RGA1, regulates drought tolerance during the vegetative phase in the dwarf rice mutant d1.	2016	J Exp Bot	Essential in the Green Revolution was the development of high-yielding dwarf varieties of rice (Oryza sativa L.), but their selection was not based on responses to water limitation. We studied physiological responses to progressive drought of the dwarf rice mutant, d1, in which the RGA1 gene, which encodes the GTP-binding α-subunit of the heterotrimeric G protein, is non-functional. Wild-type (WT) plants cease net carbon fixation 11 days after water is withheld, while d1 plants maintain net photosynthesis for an additional week. During drought, d1 plants exhibit greater stomatal conductance than the WT, but both genotypes exhibit the same transpirational water loss per unit leaf area. This is explained by a smaller driving force for water loss in d1 owing to its lower leaf temperatures, consistent with its more erect architecture. As drought becomes more severe, WT plants show an accelerated decline in photosynthesis, which may be exacerbated by the higher leaf temperatures in the WT. We thus show how a rice mutant with dwarf and erect leaves has a decreased susceptibility to water stress. Accordingly, it may be useful to incorporate RGA1 mutation in breeding or biotechnological strategies for development of drought-resistant rice.
27242842	Expression of a Codon-Optimized dsdA Gene in Tobacco Plastids and Rice Nucleus Confers D-Serine Tolerance.	2016	Front Plant Sci	D-serine is toxic to plants. D-serine ammonia lyase, which is encoded by the dsdA gene, can attenuate this toxicity with high specificity. In the present study, we explored the function of codon-optimized dsdA with tobacco plastids and rice nuclear transformation system. It was shown that dsdA gene was site-specifically integrated into the tobacco plastid genome and displayed a high level of expression. Genetic analysis of the progenies showed that dsdA gene is maternally inherited and confers sufficient D-serine resistance in tobacco. The effective screening concentrations of D-serine for seed germination, callus regeneration and foliar spray were 10, 30, and 75 mM, respectively. In addition, calluses from homozygous transgenic rice lines also showed significant tolerance to D-serine (up to 75 mM). Our study proves the feasibility of using dsdA gene as a selectable marker in both plastid and nuclear transformation systems.
27142801	Allele-specific marker-based assessment revealed that the rice blast resistance genes Pi2 and Pi9 have not been widely deployed in Chinese indica rice cultivars.	2016	Rice (N Y)	BACKGROUND: The most sustainable approach to control rice blast disease is to develop durably resistant cultivars. In molecular breeding for rice blast resistance, markers developed based on polymorphisms between functional and non-functional alleles of resistance genes, can provide precise and accurate selection of resistant genotypes without the need for difficult, laborious and time-consuming phenotyping. The Pi2 and Pi9 genes confer broad-spectrum resistance against diverse blast isolates. Development of allele-specific markers for Pi2 and Pi9 would facilitate breeding of blast resistant rice by using the two blast resistance genes.
