19419967	Arabidopsis HARMLESS TO OZONE LAYER protein methylates a glucosinolate breakdown product and functions in resistance to Pseudomonas syringae pv. maculicola.	2009	J Biol Chem	Almost all of the chlorine-containing gas emitted from natural sources is methyl chloride (CH(3)Cl), which contributes to the destruction of the stratospheric ozone layer. Tropical and subtropical plants emit substantial amounts of CH(3)Cl. A gene involved in CH(3)Cl emission from Arabidopsis was previously identified and designated HARMLESS TO OZONE LAYER (hereafter AtHOL1) based on the mutant phenotype. Our previous studies demonstrated that AtHOL1 and its homologs, AtHOL2 and AtHOL3, have S-adenosyl-l-methionine-dependent methyltransferase activities. However, the physiological functions of AtHOLs have yet to be elucidated. In the present study, our comparative kinetic analyses with possible physiological substrates indicated that all of the AtHOLs have low activities toward chloride. AtHOL1 was highly reactive to thiocyanate (NCS(-)), a pseudohalide, synthesizing methylthiocyanate (CH(3)SCN) with a very high k(cat)/K(m) value. We demonstrated in vivo that substantial amounts of NCS(-) were synthesized upon tissue damage in Arabidopsis and that NCS(-) was largely derived from myrosinase-mediated hydrolysis of glucosinolates. Analyses with the T-DNA insertion Arabidopsis mutants (hol1, hol2, and hol3) revealed that only hol1 showed increased sensitivity to NCS(-) in medium and a concomitant lack of CH(3)SCN synthesis upon tissue damage. Bacterial growth assays indicated that the conversion of NCS(-) into CH(3)SCN dramatically increased antibacterial activities against Arabidopsis pathogens that normally invade the wound site. Furthermore, hol1 seedlings showed an increased susceptibility toward an Arabidopsis pathogen, Pseudomonas syringae pv. maculicola. Here we propose that AtHOL1 is involved in glucosinolate metabolism and defense against phytopathogens. Moreover, CH(3)Cl synthesized by AtHOL1 could be considered a byproduct of NCS(-) metabolism.
22836167	Transcriptional network analysis of the tryptophan-accumulating rice mutant during grain filling.	2012	Mol Genet Genomics	In a previous study, we selected a high tryptophan (Trp)-accumulating rice (Oryza sativa L.) mutant line by in vitro mutagenesis using gamma rays. To obtain detailed information about the Trp biosynthetic pathway during the grain-filling in rice, we investigated the gene expression profiles in the wild-type (cv. Dongan) and the high-level Trp-accumulating mutant line (MRVII-33) at five different grain-filling stages using microarray analysis. The mutant line showed approximately 6.3-fold higher Trp content and 2.3-fold higher amino acids compared with the original cultivar at the final stage (stage V). The intensity of gene expression was analyzed and compared between the wild-type and mutant line at each of the five grain-filling stages using the Rice 4 × 44K oligo DNA microarray. Among the five stages, stage III showed the highest gene expression changes for both up- and down-regulated genes. Among the Trp biosynthesis-related genes, trpG showed high expression in the mutant line during stages I to IV and trpE showed higher at stage III. Gene clustering was performed based on the genes of KEGG's amino acid metabolism, and a total of 276 genes related to amino acid metabolism were placed into three clusters. The functional annotation enrichment analysis of the genes classified into the three clusters was also conducted using ClueGO. It was found that cluster 3 uniquely included biological processes related to aromatic amino acid metabolism. These results suggest that gene analysis based on microarray data is useful for elucidating the biological mechanisms of Trp accumulation in high Trp-accumulating mutants at each of the grain-filling stages.
22942769	Molecular characterization and comparative sequence analysis of defense-related gene, Oryza rufipogon receptor-like protein kinase 1.	2012	Int J Mol Sci	Many of the plant leucine rich repeat receptor-like kinases (LRR-RLKs) have been found to regulate signaling during plant defense processes. In this study, we selected and sequenced an LRR-RLK gene, designated as Oryza rufipogon receptor-like protein kinase 1 (OrufRPK1), located within yield QTL yld1.1 from the wild rice Oryza rufipogon (accession IRGC105491). A 2055 bp coding region and two exons were identified. Southern blotting determined OrufRPK1 to be a single copy gene. Sequence comparison with cultivated rice orthologs (OsI219RPK1, OsI9311RPK1 and OsJNipponRPK1, respectively derived from O. sativa ssp. indica cv. MR219, O. sativa ssp. indica cv. 9311 and O. sativa ssp. japonica cv. Nipponbare) revealed the presence of 12 single nucleotide polymorphisms (SNPs) with five non-synonymous substitutions, and 23 insertion/deletion sites. The biological role of the OrufRPK1 as a defense related LRR-RLK is proposed on the basis of cDNA sequence characterization, domain subfamily classification, structural prediction of extra cellular domains, cluster analysis and comparative gene expression.
23053954	Genome-wide identification, classification and expression analysis of genes encoding putative fasciclin-like arabinogalactan proteins in Chinese cabbage (Brassica rapa L.).	2012	Mol Biol Rep	Fasciclin-like arabinogalactan proteins (FLAs), a subclass of arabinogalactan proteins (AGPs), have both predicted AGP-like glycosylated regions and putative fasciclin (FAS) domains, which may function in cell adhesion and communication. Previous studies have identified 21, 27, and 34 FLAs in Arabidopsis (Arabidopsis thaliana), rice (Oryza sativa), and wheat (Triticum aestivum), respectively. In this study, we identified 33 FLAs in the annotated genome of Chinese cabbage (Brassica rapa ssp. pekinensis line Chiifu-401-42). Sequence analysis indicated that FAS domains each contain two highly conserved regions, named H1 and H2, and that 17 FLAs from B. rapa (BrFLAs) possess both of these regions. Prediction of glycosylphosphatidylinositol (GPI) modification sites suggested that 15 BrFLAs were GPI-anchored to the plasma membrane. Additionally, 25 BrFLAs may have been duplicated during the processes that shaped the triplicated genome of the mesopolyploid B. rapa. Expression analyses indicated that BrFLA1, BrFLA11, BrFLA13, BrFLA28 and BrFLA32 were specifically expressed in inflorescence. Meanwhile, BrFLA9 (homologous to AtFLA12) is specifically expressed in stem, and BrFLA6/22 (homologous to AtFLA11) is also highly expressed in stem, suggesting BrFLA6/9/22 may have the same functions as AtFLA11/12 in A. thaliana. Taken together, the identification and bioinformatic analysis of FLAs in B. rapa will open the way for studying their biological functions in plant growth and development as well as evolutionary history of this gene family from A. thaliana to B. rapa.
17448255	Phylogenetic and functional analysis of the Cation Diffusion Facilitator (CDF) family: improved signature and prediction of substrate specificity.	2007	BMC Genomics	BACKGROUND: The Cation Diffusion Facilitator (CDF) family is a ubiquitous family of heavy metal transporters. Much interest in this family has focused on implications for human health and bioremediation. In this work a broad phylogenetic study has been undertaken which, considered in the context of the functional characteristics of some fully characterised CDF transporters, has aimed at identifying molecular determinants of substrate selectivity and at suggesting metal specificity for newly identified CDF transporters.

RESULTS: Representative CDF members from all three kingdoms of life (Archaea, Eubacteria, Eukaryotes) were retrieved from genomic databases. Protein sequence alignment has allowed detection of a modified signature that can be used to identify new hypothetical CDF members. Phylogenetic reconstruction has classified the majority of CDF family members into three groups, each containing characterised members that share the same specificity towards the principally-transported metal, i.e. Zn, Fe/Zn or Mn. The metal selectivity of newly identified CDF transporters can be inferred by their position in one of these groups. The function of some conserved amino acids was assessed by site-directed mutagenesis in the poplar Zn2+ transporter PtdMTP1 and compared with similar experiments performed in prokaryotic members. An essential structural role can be assigned to a widely conserved glycine residue, while aspartate and histidine residues, highly conserved in putative transmembrane domains, might be involved in metal transport. The potential role of group-conserved amino acid residues in metal specificity is discussed.

CONCLUSION: In the present study phylogenetic and functional analyses have allowed the identification of three major substrate-specific CDF groups. The metal selectivity of newly identified CDF transporters can be inferred by their position in one of these groups. The modified signature sequence proposed in this work can be used to identify new hypothetical CDF members.
16230331	OsGAP1 functions as a positive regulator of OsRab11-mediated TGN to PM or vacuole trafficking.	2005	Plant Cell Physiol	The Ypt/Rab family of small G-proteins is important in regulating vesicular transport. Rabs hydrolyze GTP very slowly on their own and require GTPase-activating proteins (GAPs). Here we report the identification and characterization of OsGAP1, a Rab-specific rice GAP. OsGAP1 strongly stimulated OsRab8a and OsRab11, which are homologs of the mammalian Rab8 and Rab11 proteins that are essential for Golgi to plasma membrane (PM) and trans-Golgi network (TGN) to PM trafficking, respectively. Substitution of two invariant arginines within the catalytic domain of Oryza sativa GTPase-activating protein 1 (OsGAP1) with alanines significantly inhibited its GAP activity. In vivo targeting experiments revealed that OsGAP1 localizes to the TGN or pre-vacuolar compartment (PVC). A yeast expression system demonstrated that wild-type OsGAP1 facilitates O. sativa dissociation inhibitor 3 (OsGDI3)-catalyzed OsRab11 recycling at an early stage, but the OsGAP1(R385A) and (R450A) mutants do not. Thus, GTP hydrolysis is essential for Rab recycling. Moreover, expression of the OsGAP1 mutants in Arabidopsis protoplasts inhibited the trafficking of some cargo proteins, including the PM-localizing H+-ATPase-green fluorescent protein (GFP) and Ca2+-ATPase8-GFP and the central vacuole-localizing Arabidopsis aleurain-like protein (AALP)-GFP. The OsGAP1 mutants caused these proteins to accumulate at the Golgi apparatus. Surprisingly, OsRab11 overproduction relieved the inhibitory effect of the OsGAP1 mutants on vesicular trafficking. OsRab8a had no such effect. Thus, the OsGAP1 mutants may inhibit TGN to PM or central vacuole trafficking because they induce the sequestration of endogenous Rab11. We propose that OsGAP1 facilitates vesicular trafficking from the TGN to the PM or central vacuole by both stimulating the GTPase activity of OsRab11 and increasing the recycling of inactive OsRab11.
16415208	Members of a novel class of Arabidopsis Rho guanine nucleotide exchange factors control Rho GTPase-dependent polar growth.	2006	Plant Cell	Rho family small GTPases are signaling switches controlling many eukaryotic cellular processes. Conversion from the GDP- to GTP-bound form is catalyzed by guanine nucleotide exchange factors (GEFs). Rho GEFs in animals fall into two structurally distinct classes containing DH and DOCKER catalytic domains. Using a plant Rho GTPase (ROP1) as bait in yeast two-hybrid screens, we identified a family of Rho GEFs, named RopGEFs. The Arabidopsis thaliana RopGEF family of 14 members contains a conserved central domain, the domain of unknown function 315 (DUF315), and variable N- and C-terminal regions. In vitro GEF assays show that DUF315 but not the full-length version of RopGEF1 has high GEF activity toward ROP1. Our data suggest that the variable regions of RopGEF1 are involved in regulation of RopGEF through an autoinhibitory mechanism. RopGEF1 overexpression in pollen tubes produced growth depolarization, as does a constitutively active ROP1 mutant. The RopGEF1 overexpression phenotype was suppressed by expression of a dominant-negative mutant of ROP1, probably by trapping RopGEF1. Deletion mutant analysis suggested a requirement of RopGEF activity for the function of RopGEF1 in polar growth. Green fluorescent protein-tagged RopGEF1 was localized to the tip of pollen tubes where ROP1 is activated. These results provide strong evidence that RopGEF1 activates ROP1 in control of polar growth in pollen tubes.
11673635	Antisense expression of a rice sucrose transporter OsSUT1 in rice (Oryza sativa L.).	2001	Plant Cell Physiol	We analyzed the function of a rice sucrose transporter, OsSUT1, by using antisense rice. There was no difference between antisense and wild-type plants in carbohydrate content and photosynthetic ability of the flag leaves in the vegetative growth stage, suggesting that OsSUT1 may not play an important role in carbon metabolism, at least in these materials.
17138625	The role of the sucrose transporter, OsSUT1, in germination and early seedling growth and development of rice plants.	2007	J Exp Bot	Using expression analysis, the role of the sucrose transporter OsSUT1 during germination and early growth of rice seedlings has been examined in detail, over a time-course ranging from 1 d to 7 d post-imbibition. Unlike the wheat orthologue, TaSUT1, which is thought to be directly involved in sugar transfer across the scutellar epithelium, OsSUT1 is not expressed in the scutellar epithelial cell layer of germinating rice and is, therefore, not involved in transport of sugars across the symplastic discontinuity between the endosperm and the embryo. OsSUT1 expression was also absent from the aleurone cells, indicating it is not involved in the transport of sucrose in this cell layer during germination. However, by 3 d post-imbibition, OsSUT1 was present in the companion cells and sieve elements of the scutellar vascular bundle, where it may play a role in phloem loading of sucrose for transport to the developing shoot and roots. This sucrose is most likely sourced from hexoses imported from the endosperm. In addition, sucrose may be remobilized from starch granules which are present at a high density in the scutellar ground tissues surrounding the vasculature and at the base of the shoot. OsSUT1 was also present in the coleoptile and the first and second leaf blades, where it was localized to the phloem along the entire length of these tissues, and was also present within the phloem of the primary roots. OsSUT1 may be involved in retrieval of sugars from the apoplasm in these tissues.
17587305	Functional analysis of a NAC-type transcription factor OsNAC6 involved in abiotic and biotic stress-responsive gene expression in rice.	2007	Plant J	The OsNAC6 gene is a member of the NAC transcription factor gene family in rice. Expression of OsNAC6 is induced by abiotic stresses, including cold, drought and high salinity. OsNAC6 gene expression is also induced by wounding and blast disease. A transactivation assay using a yeast system demonstrated that OsNAC6 functions as a transcriptional activator, and transient localization studies with OsNAC6-sGFP fusion protein revealed its nuclear localization. Transgenic rice plants over-expressing OsNAC6 constitutively exhibited growth retardation and low reproductive yields. These transgenic rice plants showed an improved tolerance to dehydration and high-salt stresses, and also exhibited increased tolerance to blast disease. By utilizing stress-inducible promoters, such as the OsNAC6 promoter, it is hoped that stress-inducible over-expression of OsNAC6 in rice can improve stress tolerance by suppressing the negative effects of OsNAC6 on growth under normal growth conditions. The results of microarray analysis revealed that many genes that are inducible by abiotic and biotic stresses were upregulated in rice plants over-expressing OsNAC6. A transient transactivation assay showed that OsNAC6 activates the expression of at least two genes, including a gene encoding peroxidase. Collectively, these results indicate that OsNAC6 functions as a transcriptional activator in response to abiotic and biotic stresses in plants. We conclude that OsNAC6 may serve as a useful biotechnological tool for the improvement of stress tolerance in various kinds of plants.
