9039500	Characterization and mapping of cDNA encoding aspartate aminotransferase in rice, Oryza sativa L.	1996	DNA Res	Fifteen cDNA clones, putatively identified as encoding aspartate aminotransferase (AST, EC 2.6.1.1.), were isolated and partially sequenced. Together with six previously isolated clones putatively identified to encode ASTs (Sasaki, et al. 1994, Plant Journal 6, 615-624), their sequences were characterized and classified into 4 cDNA species. Two of the isolated clones, C60213 and C2079, were full-length cDNAs, and their complete nucleotide sequences were determined. C60213 was 1612 bp long and its deduced amino acid sequence showed 88% homology with that of Panicum miliaceum L. mitochondrial AST. The C60213-encoded protein had an N-terminal amino acid sequence that was characteristic of a mitochondrial transit peptide. On the other hand, C2079 was 1546 bp long and had 91% amino acid sequence homology with P. miliaceum L. cytosolic AST but lacked in the transit peptide sequence. The homologies of nucleotide sequences and deduced amino acid sequences of C2079 and C60213 were 54% and 52%, respectively. C2079 and C60213 were mapped on chromosomes 1 and 6, respectively, by restriction fragment length polymorphism linkage analysis. Northern blot analysis using C2079 as a probe revealed much higher transcript levels in callus and root than in green and etiolated shoots, suggesting tissue-specific variations of AST gene expression.
9679197	Isolation and mapping of a family of putative zinc-finger protein cDNAs from rice.	1998	DNA Res	To understand the functions of rice homologues of the Arabidopsis flowering-time gene CONSTANS (CO) and salt-tolerance gene STO, we performed a similarity search of the single-run sequence data of cDNA clones accumulated by the Rice Genome Research Program, and isolated seven rice cDNA clones (S3574, C60910, S12569, R2931, R1479, R1577, and E10707) coding for proteins containing one of two zinc-finger-like motifs. Comparison of the deduced amino acid sequences between these cDNAs and the CO gene revealed significant similarities (46%-61%) in the region of zinc-finger motifs. A domain having a high content of basic amino acids at the C-terminus of the CO protein was found in the corresponding region of proteins predicted by from cDNAs S3574, C60910, and S12569. Two amino acid sequences, "CCADEAAL" and "FCV(L)EDRA," which were present inside each zinc-finger in the Arabidposis regulatory protein STO, were also found in each of the two zinc-finger regions of proteins predicted from cDNAs R2931, R1479, R1577, and E10707. Using restriction fragment length polymorphism (RFLP) linkage analysis, we determined the chromosomal location of the seven cDNA clones. The position of R2931 on the RFLP linkage map was closely linked to Hd-3, one of the putative quantitative trait loci (QTL) controlling heading date in rice.
14729919	Divergent roles in Arabidopsis thaliana development and defense of two homologous genes, aberrant growth and death2 and AGD2-LIKE DEFENSE RESPONSE PROTEIN1, encoding novel aminotransferases.	2004	Plant Cell	The disease-resistant Arabidopsis thaliana aberrant growth and death2 (agd2-1) mutant has elevated levels of the defense signal salicylic acid (SA), altered leaf morphology, and mild dwarfism. AGD2 and its close homolog ALD1 (for AGD2-LIKE DEFENSE RESPONSE PROTEIN1) encode aminotransferases that act on an overlapping set of amino acids in vitro. However, kinetic parameters indicate that AGD2 and ALD1 may drive the aminotransferase reaction in opposite directions. ALD1-deficient mutants have the opposite phenotypes from agd2-1, showing reduced SA production and increased disease susceptibility. Furthermore, ALD1 transcript levels are elevated in agd2-1 and are induced in the wild type by bacterial pathogen infection. ALD1 is responsible for some of the elevated SA content and a majority of the disease resistance and dwarfism of agd2-1. A complete knockout of AGD2 renders embryos inviable. We suggest that AGD2 synthesizes an important amino acid-derived molecule that promotes development and suppresses defenses, whereas ALD1 generates a related amino acid-derived molecule important for activating defense signaling.
11826307	Functional dissection of a Rice Dr1/DrAp1 transcriptional repression complex.	2002	Plant Cell	We characterized rice cDNA sequences for OsDr1 and OsDrAp1, which encode structural homologs of the eukaryotic general repressors Dr1 and DrAp1, respectively. OsDr1 and OsDrAp1 are nuclear proteins that interact with each other and with the TATA binding protein/DNA complex. In vitro and in vivo functional analyses showed that OsDrAp1 functions as a repressor, unlike its role in other eukaryotic systems, in which DrAp1 is a corepressor. OsDr1 and OsDrAp1 functioned together as a much stronger repressor than either one alone. Functional dissections revealed that the N-terminal histone-fold domains of OsDr1 and OsDrAp1 were necessary and sufficient for their repression and protein-protein interaction with each other. The unique glutamine- and proline-rich domain of OsDr1 had no repression activity. The basic amino acid-rich region and an arginine and glycine repeat domain of OsDrAp1 enhanced its repression activity. Thus, although OsDr1 and OsDrAp1 function as repressors, the functions of the two components are reversed compared with those of their nonplant counterparts.
8525370	A receptor kinase-like protein encoded by the rice disease resistance gene, Xa21.	1995	Science	The rice Xa21 gene, which confers resistance to Xanthomonas oryzae pv. oryzae race 6, was isolated by positional cloning. Fifty transgenic rice plants carrying the cloned Xa21 gene display high levels of resistance to the pathogen. The sequence of the predicted protein, which carries both a leucine-rich repeat motif and a serine-threonine kinase-like domain, suggests a role in cell surface recognition of a pathogen ligand and subsequent activation of an intracellular defense response. Characterization of Xa21 should facilitate understanding of plant disease resistance and lead to engineered resistance in rice.
9286106	Evolution of the rice Xa21 disease resistance gene family.	1997	Plant Cell	The rice disease resistance gene Xa21, encoding a receptor-like kinase, is a member of a multigene family. Sequence analysis of seven family members revealed two distinct classes of genes. One member from each class encodes a receptor kinase-like open reading frame. The other five members encode truncated open reading frames of the predicted receptor kinase. A highly conserved 233-bp sequence (HC) was also identified among the seven family members. Recombination at the HC region between family members apparently resulted in the precise swapping of promoter regions. Large sequence duplications were generated by a presumed unequal crossover event in intergenic regions. Insertions of transposon-like sequences truncated two of the predicted open reading frames. A model for amplification and diversification of the Xa21 gene family is presented.
15069639	Organisation and structural evolution of the rice glutathione S-transferase gene family.	2004	Mol Genet Genomics	Glutathione S-transferases (GSTs) comprise a large family of key defence enzymes against xenobiotic toxicity. Here we describe the comprehensive characterisation of this important multigene family in the model monocot species rice [ Oryza sativa(L.)]. Furthermore, we investigate the molecular evolution of the family based on the analysis of (1) the patterns of within-genome duplication, and (2) the phylogenetic relationships and evolutionary divergence among rice, Arabidopsis, maize and soybean GSTs. By in-silico screening of the EST and genome divisions of the Genbank/EMBL/DDBJ database we have isolated 59 putative genes and two pseudogenes, making this the largest plant GST family characterised to date. Of these, 38 (62%) are represented by genomic and EST sequences and 23 (38%) are known only from their genomic sequences. A preliminary survey of EST collections shows a large degree of variability in gene expression between different tissues and environmental conditions, with a small number of genes (13) accounting for 80% of all ESTs. Rice GSTs are organised in four main phylogenetic classes, with 91% of all rice genes belonging to the two plant-specific classes Tau (40 genes) and Phi (16 genes). Pairwise identity scores range between 17 and 98% for proteins of the same class, and 7 and 21% for interclass comparisons. Rapid evolution by gene duplication is suggested by the discovery of two large clusters of 7 and 23 closely related genes on chromosomes 1 and 10, respectively. A comparison of the complete GST families in two monocot and two dicot species suggests a monophyletic origin for all Theta and Zeta GSTs, and no more than three common ancestors for all Phi and Tau genes.
12077303	Semidwarf (sd-1), "green revolution" rice, contains a defective gibberellin 20-oxidase gene.	2002	Proc Natl Acad Sci U S A	The introduction of semidwarf rice (Oryza sativa L.) led to record yield increases throughout Asia in the 1960s. The major semidwarfing allele, sd-1, is still extensively used in modern rice cultivars. The phenotype of sd-1 is consistent with dwarfism that results from a deficiency in gibberellin (GA) plant growth hormones. We propose that the semidwarf (sd-1) phenotype is the result of a deficiency of active GAs in the elongating stem arising from a defective 20-oxidase GA biosynthetic enzyme. Sequence data from the rice genome was combined with previous mapping studies to locate a putative GA 20-oxidase gene (Os20ox2) at the predicted map location of sd-1 on chromosome 1. Two independent sd-1 alleles contained alterations within Os20ox2: a deletion of 280 bp within the coding region of Os20ox2 was predicted to encode a nonfunctional protein in an indica type semidwarf (Doongara), whereas a substitution in an amino acid residue (Leu-266) that is highly conserved among dioxygenases could explain loss of function of Os20ox2 in a japonica semidwarf (Calrose76). The quantification of GAs in elongating stems by GC-MS showed that the initial substrate of GA 20-oxidase activity (GA53) accumulated, whereas the content of the major product (GA20) and of bioactive GA1 was lower in semidwarf compared with tall lines. We propose that the Os20ox2 gene corresponds to the sd-1 locus.
10608658	Plant low-molecular-weight phospholipase A2S (PLA2s) are structurally related to the animal secretory PLA2s and are present as a family of isoforms in rice (Oryza sativa).	1999	Plant Mol Biol	Recently, we purified to homogeneity and characterized a low-molecular-weight calcium-dependent phospholipase A2 (PLA2) from developing elm seed endosperm. This represented the first purified and characterized PLA2 from a plant tissue. The full sequences of two distinct but homologous rice (Oryza sativa) cDNAs are given here. These encode mature proteins of 1 19 amino acids (PLA2-I, preceded by a 19 amino acid signal peptide) and 128 amino acids (PLA2-II. preceded by a 25 amino acid signal peptide), and were derived from four expressed sequence tag (EST) clones. Both proteins were homologous to the N-terminal amino acid sequence of the elm PLA2. They contained twelve conserved cysteine residues and sequences that are likely to represent the Ca(2+)-binding loop and active-site motif, which are characteristic of animal secretory PLA2s. A soluble PLA2s activity was purified 145 000-fold from green rice shoots. This had the same biochemical characteristics as the elm and animal secretory PLA2s. The purified rice PLA2 consisted of two proteins, with a molecular weight of 12 440 and 12 920, that had identical N-terminal amino acid sequences. This sequence was different from but homologous to the PLA2-I and PLA2-II sequences. Taken together, the results suggest that at least three different low-molecular-weight PLA2s are expressed in green rice shoots. Southern blot analysis suggested that multiple copies of such genes are likely to occur in the rice and in other plant genomes.
12610225	Constitutive expression of a novel-type ammonium transporter OsAMT2 in rice plants.	2003	Plant Cell Physiol	To characterize ammonium transport pathways in rice, two cDNAs with high homology to MEP/AMT2-type ammonium transporters, OsAMT2;1 and OsAMT3;1, were isolated. Expression of OsAMT2;1 in an ammonium-uptake-defective yeast mutant showed that this gene encodes functional ammonium transporters. OsAMT2;1 was constitutively expressed in both roots and shoots irrespective of the supply of inorganic nitrogen to the medium, whereas OsAMT3;1 expression was relatively weak. A database search with the amino acid sequence of OsAMT2;1 showed that there are 10 putative OsAMT genes in rice, i.e. three each for OsAMT1, OsAMT2 and OsAMT3, respectively, and one for OsAMT4.
