11909851	Catalytic properties of rice alpha-oxygenase. A comparison with mammalian prostaglandin H synthases.	2002	J Biol Chem	Long-chain fatty acids can be metabolized to C(n)(-1) aldehydes by alpha-oxidation in plants. The reaction mechanism of the enzyme has not been elucidated. In this study, a complete nucleotide sequence of fatty acid alpha-oxygenase gene in rice plants (Oryza sativa) was isolated. The deduced amino acid sequence showed some similarity with those of mammalian prostaglandin H synthases (PGHSs). The gene was expressed in Escherichia coli and purified to apparently homogeneous state. It showed the highest activity with linoleic acid and predominantly formed 2-hydroperoxide of the fatty acid (C(n)), which is then spontaneously decarboxylated to form corresponding C(n)(-1) aldehyde. With linoleic or linoleic acids as a substrate, rice alpha-oxygenase formed no product having a lambda(max) at approximately 234 nm, which indicated that the enzyme could not oxygenize the pentadiene system in the substrate. The spectroscopic feature of the purified enzyme in its ferrous state is similar to that of mammalian PGHS, whereas that of dithionite-reduced state showed significant difference. Site-directed mutagenesis revealed that His-158, Tyr-380, and Ser-558 were essential for the alpha-oxygenase activity. These residues are conserved in PGHS and known as a heme ligand, a source of a radical species to initiate oxygenation reaction and a residue involved in substrate binding, respectively. This finding suggested that the initial step of the oxygenation reaction in alpha-oxygenase has a high similarity with that of PGHS. The rice alpha-oxygenase activity was inhibited by imidazole but hardly inhibited by nonsteroidal anti-inflammatory drugs, such as aspirin, ibuprofen, and flurbiprofen, which are known as typical PGHS inhibitors. In addition, peroxidase activity could not be detected with alpha-oxygenase when palmitic acid 2-hydroperoxide was used as a substrate. From these findings, the catalytic resemblance between alpha-oxygenase and PGHS seems to be evident, although there still are differences in their substrate recognitions and peroxidation activities.
16582486	Purification, crystallization and preliminary X-ray diffraction analysis of pathogen-inducible oxygenase (PIOX) from Oryza sativa.	2006	Acta Crystallogr Sect F Struct Biol Cryst Commun	Pathogen-inducible oxygenase (PIOX) is a heme-containing membrane-associated protein found in monocotyledon and dicotyledon plants that utilizes molecular oxygen to convert polyunsaturated fatty acids into their corresponding 2R-hydroperoxides. PIOX is a member of a larger family of fatty-acid alpha-dioxygenases that includes the mammalian cyclooxygenase enzymes cyclooxygenase 1 and 2 (COX-1 and COX-2). Single crystals of PIOX from rice (Oryza sativa) have been grown from MPD using recombinant protein expressed in Escherichia coli and subsequently extracted utilizing decyl maltoside as the solubilizing detergent. Crystals diffract to 3.0 angstroms resolution using a rotating-anode generator and R-AXIS IV detector, and belong to space group P1. Based on the Matthews coefficient and self-rotation function analyses, there are presumed to be four molecules in the asymmetric unit related by noncrystallographic 222 symmetry.
15069599	Marker-assisted selection in segregating generations of self-fertilizing crops.	2004	Theor Appl Genet	Computer simulations were used to study the efficiency of MAS for breeding self-fertilizing crops, based on a general model including additive, dominance and epistasis. It was shown that MAS not only gave larger genetic responses but also dramatically increased the frequencies of superior genotypes as compared with phenotypic selection. However, the advantages of MAS over phenotypic selection were considerably reduced when conducting selection in later generations. A modified method combining MAS in early generations with phenotypic selection in later generations was thus proposed from an efficiency standpoint. We also proposed a potential index to measure the probability of an individual showing superior genotypes under selfing. It was apparent that more superior genotypes could be derived from selection by using the potential index than by using other methods. The implications of these findings for plant breeding are discussed.
19756234	Structural characterization and expression analysis of the SERK/SERL gene family in rice (Oryza sativa).	2009	Int J Plant Genomics	Somatic embryogenesis (SE) is the developmental restructuring of somatic cells towards the embryogenic pathway and forms the basis of cellular totipotency in angiosperms. With the availability of full-length cDNA sequences from Knowledge-based Oryza Molecular Biological Encylopedia (KOME), we identified the leucine-rich repeat receptor-like kinase (LRR-RLK) genes from rice (Oryza sativa), which also encompasses genes involved in regulating somatic embryogenesis. Eight out of eleven of the rice SERK and SERL (SERK-like) genes have the TIGR annotation as (putative) brassinosteroid insensitive 1-associated receptor kinase (precursor). Real-time polymerase chain reaction analysis was undertaken to quantify transcript levels of these 11 genes. Most of these genes were upregulated by brassinosteroids although only a few of these displayed auxin induction. The expression profile of these genes is nearly uniform in the zygotic embryogenic tissue, but the expression pattern is more complex in the somatic embryogenic tissue. It is likely that OsSERKs and OsSERLs may be involved in somatic embryogenesis and also perform a role in morphogenesis and various other plant developmental processes. Functional validation of these somatic embryogenesis receptor-like kinase genes may help in elucidating their precise functions in regulating various facets of plant development.
19754838	Engineering OsBAK1 gene as a molecular tool to improve rice architecture for high yield.	2009	Plant Biotechnol J	Generating a new variety of plant with erect-leaf is a critical strategy to improve rice grain yield, as plants with this trait can be dense-planted. The erect-leaf is a significant morphological trait partially regulated by Brassinosteroids (BRs) in rice plants. So far, only a few genes can be used for molecular breeding in rice. Here, we identified OsBAK1 as a potential gene to alter rice architecture. Based on rice genome sequences, four closely related homologs of Arabidopsis BAK1 (AtBAK1) gene were amplified. Phylogenetic analysis and suppression of a weak Arabidopsis mutant bri1-5 indicated that OsBAK1 (Os08g0174700) is the closest relative of AtBAK1. Genetic, physiological, and biochemical analyses all suggest that the function of OsBAK1 is conserved with AtBAK1. Overexpression of a truncated intracellular domain of OsBAK1, but not the extracellular domain of OsBAK1, resulted in a dwarfed phenotype, similar to the rice BR-insensitive mutant plants. The expression of OsBAK1 changed important agricultural traits of rice such as plant height, leaf erectness, grain morphologic features, and disease resistance responses. Our results suggested that a new rice variety with erect-leaf and normal reproduction can be generated simply by suppressing the expression level of OsBAK1. Therefore, OsBAK1 is a potential molecular breeding tool for improving rice grain yield by modifying rice architecture.
20128878	Rice metal-nicotianamine transporter, OsYSL2, is required for the long-distance transport of iron and manganese.	2010	Plant J	Rice (Oryza sativa) is indispensable in the diet of most of the world's population. Thus, it is an important target in which to alter iron (Fe) uptake and homeostasis, so as to increase Fe accumulation in the grain. We previously isolated OsYSL2, a functional iron [Fe(II)]- and manganese [Mn(II)]-nicotianamine complex transporter that is expressed in phloem cells and developing seeds. We produced RNAi (OsYSL2i) and overexpression lines (OXOsYSL2) of OsYSL2. At the vegetative stage in an OsYSL2i line, the Fe and Mn concentrations were decreased in the shoots, and the Fe concentration was increased in the roots. At the reproductive stage, positron-emitting tracer imaging system analysis revealed that Fe translocation to the shoots and seeds was suppressed in OsYSL2i. The Fe and Mn concentrations were decreased in the seeds of OsYSL2i, especially in the endosperm. Moreover, the Fe concentration in OXOsYSL2 was lower in the seeds and shoots, but higher in the roots, compared with the wild type. Furthermore, when OsYSL2 expression was driven by the sucrose transporter promoter, the Fe concentration in the polished rice was up to 4.4-fold higher compared with the wild type. These results indicate that the altered expression of OsYSL2 changes the localization of Fe, and that OsYSL2 is a critical Fe-nicotianamine transporter important for Fe translocation, especially in the shoots and endosperm.
21047815	Characterization of a novel rice kinesin O12 with a calponin homology domain.	2011	J Biochem	Genomic analysis predicted that the rice (Oryza sativa var. japonica) genome encodes at least 41 kinesin-like proteins including the novel kinesin O12, which is classified as a kinesin-14 family member. O12 has a calponin homology (CH) domain that is known as an actin-binding domain. In this study, we expressed the functional domains of O12 in Escherichia coli and determined its enzymatic characteristics compared with other kinesins. The microtubule-dependent ATPase activity of recombinant O12 containing the motor and CH domains was significantly reduced in the presence of actin. Interestingly, microtubule-dependent ATPase activity of the motor domain was also affected by actin in the absence of the CH domain. Our findings suggest that the motor activity of the rice plant-specific kinesin O12 may be regulated by actin.
11448759	Synthesis of hemoglobins in rice (Oryza sativa var. Jackson) plants growing in normal and stress conditions.	2001	Plant Sci	In rice (Oryza sativa var. Jackson) at least three copies of hemoglobin (hb) gene exist. Rice hb1 and hb2 genes are differentially expressed in roots and leaves from mature plants. We used polyclonal antibodies raised to recombinant rice Hb1 and Western blotting to analyze the synthesis of Hbs in rice plants growing under normal or stress conditions. Results showed that rice Hbs are synthesized in coleoptiles, seminal roots and embryos from seeds germinated for 6 days, and also in leaves and roots from plants 2-14 weeks after germination. Analysis of Hb synthesis in stressed rice showed that: (i) level of Hbs was higher in etiolated than control plants, (ii) level of Hbs increased in roots from flooded rice, and (iii) level of Hbs did not change under oxidative (H(2)O(2)), nitrosative (SNP) and hormonal (2,4-D) stresses. These results suggest that the effect of light withdrawal in etiolated leaves and O(2)-limiting conditions in flooded roots, but not oxidative, nitrosative and hormonal stresses, modulate the synthesis of rice Hbs.
20376671	Characterization and fine mapping of the glabrous leaf and hull mutants (gl1) in rice (Oryza sativa L.).	2010	Plant Cell Rep	The glabrous leaf and hull (gl1) mutants were isolated from M(2) generation of indica cultivar 93-11. These mutants produced smooth leaves and hairless glumes under normal growth conditions. By analyzing through scanning electron microscope, it was revealed that the leaf trichomes, including macro and micro hairs, were deficient in these mutants. Genetic analysis indicated that the mutation was controlled by a single recessive gene. Using nine SSR markers and one InDel marker, the gl1 gene was mapped between RM1200 and RM2010 at the short arm of chromosome 5, which was consistent with the mapping of gl1 in previous studies. To facilitate the map-based cloning of the gl1 gene, 12 new InDel markers were developed. A high-resolution genetic and physical map was constructed by using 1,396 mutant individuals of F(2) mapping population. Finally, the gl1 was fine mapped in 54-kb region containing 10 annotated genes. Cloning and sequencing of the target region from four gl1 mutants (gl1-1, gl1-2, gl1-3 and gl1-4) and four glabrous rice varieties (Jackson, Jefferson, Katy and Lemont) all showed that the same single point mutation (A-->T) occurred in the 5'-untranslated region (UTR) of the locus Os05g0118900 (corresponding to the 3'-UTR of STAR2). RT-PCR analysis of the locus Os05g0118900 revealed that its mRNA expression level was normal in gl1 mutant. RNA secondary structure prediction showed that the single point mutation resulted in a striking RNA conformational change. These results suggest that the single point mutation is most likely responsible for the glabrous leaf and hull phenotypes in rice.
20490919	Analysis of the Wsi18, a stress-inducible promoter that is active in the whole grain of transgenic rice.	2011	Transgenic Res	There is currently a shortage of efficient promoters for stress-inducible gene expression, especially in monocotyledonous crops. Here, we report analysis of the rice Wsi18 promoter, a member of the group 3 Lea family, in transgenic rice plants. The abundance of Wsi18 mRNA increased in leaf tissues within 2 h of exposure to NaCl or abscisic acid (ABA) and within 6 h of exposure to drought, but there was no transcript increase in response to low-temperature conditions. Wsi18 mRNA accumulated in the roots similarly to in the leaves, but at a faster rate. The promoter was linked to the GFP reporter gene, transformed into rice, and its activity was analyzed in transgenic plants at all stages of plant growth from calli, vegetative tissues, flowers, and to dry seeds, both before and after stress treatment. The activity of the promoter was significantly increased in the whole plant body, including flowers, on exposure of plants to stress conditions, with very low levels of basal activity in all tissues. Moreover, the promoter was found to be predominantly active in the whole grain, including endosperm, embryo, and aleurone layer during seed development. Together, we have identified and analyzed the Wsi18 promoter and found a previously undescribed characteristic-a stress-inducible property in the whole plant body with activity in the whole grain during seed development.
