DOCUMENT ID	TYPE	START POSITION	END POSITION	MATCHED TERM	PREFERRED FORM	ENTITY ID	ZONE	SENTENCE ID	ORIGIN
unknown	cell_line	72	75	gl1	GL1	CVCL_9175		S1	Cellosaurus
unknown	cell_line	72	75	gl1	GL-1 [Gecko]	CVCL_4207		S1	Cellosaurus
unknown	organism	79	83	rice	Oryza	D012275		S1	MeSH desc (Organisms)
unknown	organism	79	83	rice	Oryza sativa	4530		S1	NCBI Taxonomy
unknown	organism	84	89	Oryza	Oryza	D012275		S1	MeSH desc (Organisms)
unknown	organism	84	96	Oryza sativa	Oryza	D012275		S1	MeSH desc (Organisms)
unknown	organism	84	96	Oryza sativa	Oryza sativa (Indica Group) x Oryza nivara	311553		S1	NCBI Taxonomy
unknown	organism	84	96	Oryza sativa	Oryza sativa	4530		S1	NCBI Taxonomy
unknown	cell_line	128	131	gl1	GL1	CVCL_9175		S1	Cellosaurus
unknown	cell_line	128	131	gl1	GL-1 [Gecko]	CVCL_4207		S1	Cellosaurus
unknown	biological_process	269	275	growth	growth	GO:0040007		S2	Gene Ontology
unknown	chemical	318	326	electron	electron	CHEBI:10545		S3	ChEBI
unknown	sequence	482	490	mutation	sequence_variant_obs	SO:0000109		S4	Sequence Ontology
unknown	sequence	511	517	single	single	SO:0000984		S4	Sequence Ontology
unknown	sequence	528	532	gene	gene	SO:0000704		S4	Sequence Ontology
unknown	chemical	545	548	SSR	sodium 2-amino-5-[(1-methoxy-2-methylindolizin-3-yl)carbonyl]benzoate	CHEBI:73280		S5	ChEBI
unknown	cellular_component	545	548	SSR	subsynaptic reticulum	GO:0071212		S5	Gene Ontology
unknown	sequence	565	570	InDel	indel	SO:1000032		S5	Sequence Ontology
unknown	cell_line	583	586	gl1	GL1	CVCL_9175		S5	Cellosaurus
unknown	cell_line	583	586	gl1	GL-1 [Gecko]	CVCL_4207		S5	Cellosaurus
unknown	sequence	587	591	gene	gene	SO:0000704		S5	Sequence Ontology
unknown	gene/protein	642	645	arm	mediator of RNA polymerase II transcription subunit 18 (fruit fly)	PR:Q9XZT1		S5	Protein Ontology
unknown	sequence	649	659	chromosome	chromosome	SO:0000340		S5	Sequence Ontology
unknown	cellular_component	649	659	chromosome	chromosome	GO:0005694		S5	Gene Ontology
unknown	cell_line	704	707	gl1	GL1	CVCL_9175		S5	Cellosaurus
unknown	cell_line	704	707	gl1	GL-1 [Gecko]	CVCL_4207		S5	Cellosaurus
unknown	gene/protein	747	750	map	methionine aminopeptidase	PR:000023165		S6	Protein Ontology
unknown	gene/protein	747	750	map	extracellular adherence protein	PR:000029173		S6	Protein Ontology
unknown	cell_line	772	775	gl1	GL1	CVCL_9175		S6	Cellosaurus
unknown	cell_line	772	775	gl1	GL-1 [Gecko]	CVCL_4207		S6	Cellosaurus
unknown	sequence	776	780	gene	gene	SO:0000704		S6	Sequence Ontology
unknown	sequence	789	794	InDel	indel	SO:1000032		S6	Sequence Ontology
unknown	sequence	849	861	physical map	fragment_assembly	SO:0001249		S7	Sequence Ontology
unknown	gene/protein	858	861	map	methionine aminopeptidase	PR:000023165		S7	Protein Ontology
unknown	gene/protein	858	861	map	extracellular adherence protein	PR:000029173		S7	Protein Ontology
unknown	cell_line	951	954	gl1	GL1	CVCL_9175		S8	Cellosaurus
unknown	cell_line	951	954	gl1	GL-1 [Gecko]	CVCL_4207		S8	Cellosaurus
unknown	sequence	980	986	region	region	SO:0000001		S8	Sequence Ontology
unknown	sequence	980	986	region	polypeptide_region	SO:0000839		S8	Sequence Ontology
unknown	sequence	1055	1061	region	region	SO:0000001		S9	Sequence Ontology
unknown	sequence	1055	1061	region	polypeptide_region	SO:0000839		S9	Sequence Ontology
unknown	cell_line	1072	1075	gl1	GL1	CVCL_9175		S9	Cellosaurus
unknown	cell_line	1072	1075	gl1	GL-1 [Gecko]	CVCL_4207		S9	Cellosaurus
unknown	cell_line	1084	1087	gl1	GL1	CVCL_9175		S9	Cellosaurus
unknown	cell_line	1084	1087	gl1	GL-1 [Gecko]	CVCL_4207		S9	Cellosaurus
unknown	cell_line	1091	1094	gl1	GL1	CVCL_9175		S9	Cellosaurus
unknown	cell_line	1091	1094	gl1	GL-1 [Gecko]	CVCL_4207		S9	Cellosaurus
unknown	cell_line	1098	1101	gl1	GL1	CVCL_9175		S9	Cellosaurus
unknown	cell_line	1098	1101	gl1	GL-1 [Gecko]	CVCL_4207		S9	Cellosaurus
unknown	cell_line	1108	1111	gl1	GL1	CVCL_9175		S9	Cellosaurus
unknown	cell_line	1108	1111	gl1	GL-1 [Gecko]	CVCL_4207		S9	Cellosaurus
unknown	organism	1132	1136	rice	Oryza	D012275		S9	MeSH desc (Organisms)
unknown	organism	1132	1136	rice	Oryza sativa	4530		S9	NCBI Taxonomy
unknown	sequence	1208	1214	single	single	SO:0000984		S9	Sequence Ontology
unknown	sequence	1215	1229	point mutation	point_mutation	SO:1000008		S9	Sequence Ontology
unknown	sequence	1221	1229	mutation	sequence_variant_obs	SO:0000109		S9	Sequence Ontology
